local_time,S1_uT,S2_uT,S3_uT,S4_uT,S5_uT,S6_uT,I1_A,I2_A,I3_A,I4_A,I5_A,I6_A,MC1_A,MV1_V,MC2_A,MV2_V,MC3_A,MV3_V,MC4_A,MV4_V,MC5_A,MV5_V,MC6_A,MV6_V
2025-11-11T11:22:11.289+01:00,0.698068,-0.673767,0.519399,2.155981,6.476532,2.973297,-14.468020,13.668271,22.139812,-33.639757,7.845010,-26.576244,14.471,11.312,13.671,10.846,22.147,20.131,33.64,33.735,7.845,6.157,26.58,22.834
2025-11-11T11:22:12.050+01:00,0.454855,-0.556013,0.638719,1.592185,4.950226,3.080837,-14.579715,13.797310,22.313780,-33.717059,8.137369,-26.660795,14.471,11.312,13.671,10.846,22.147,20.131,33.64,33.735,7.845,6.157,26.58,22.834
2025-11-11T11:22:13.599+01:00,0.237884,-0.452611,0.674975,1.093948,3.638581,3.054070,-14.671273,13.897227,22.457392,-33.781484,8.356587,-26.711758,14.675,11.479,13.901,11.029,22.464,20.448,33.781,33.97,8.357,6.56,26.715,22.992
2025-11-11T11:22:14.344+01:00,0.039307,-0.346289,0.690980,0.637558,2.392464,2.973456,-14.741485,13.967701,22.569330,-33.831158,8.504752,-26.730098,14.675,11.479,13.901,11.029,22.464,20.448,33.781,33.97,8.357,6.56,26.715,22.992
2025-11-11T11:22:16.694+01:00,-0.116954,-0.260031,0.672184,0.259447,1.361372,2.894565,-14.786295,14.006266,22.645875,-33.861271,8.586490,-26.714234,14.789,11.576,14.009,11.121,22.652,20.647,33.861,34.142,8.587,6.742,26.717,23.046
2025-11-11T11:22:17.457+01:00,-0.241964,-0.185625,0.624347,-0.044443,0.464297,2.758052,-14.803694,14.011911,22.684916,-33.868459,8.605720,-26.665019,14.789,11.576,14.009,11.121,22.652,20.647,33.861,34.142,8.587,6.742,26.717,23.046
2025-11-11T11:22:18.991+01:00,-0.320971,-0.123500,0.546678,-0.297954,-0.263762,2.606841,-14.787861,13.981080,22.681781,-33.847692,8.564270,-26.579840,14.791,11.586,13.985,11.106,22.688,20.72,33.847,34.255,8.564,6.726,26.583,22.969
2025-11-11T11:22:19.711+01:00,-0.372377,-0.075200,0.463542,-0.517963,-0.888210,2.413673,-14.741035,13.917092,22.639958,-33.801296,8.469212,-26.463440,14.791,11.586,13.985,11.106,22.688,20.72,33.847,34.255,8.564,6.726,26.583,22.969
2025-11-11T11:22:21.242+01:00,-0.400301,-0.027360,0.374834,-0.647971,-1.324768,2.215739,-14.667323,13.825241,22.564578,-33.731345,8.331841,-26.321633,14.67,11.498,13.828,10.978,22.571,20.637,33.731,34.212,8.332,6.546,26.325,22.781
2025-11-11T11:22:21.981+01:00,-0.395041,0.000512,0.274867,-0.740177,-1.645214,2.038991,-14.561873,13.701948,22.451995,-33.633255,8.152756,-26.151098,14.67,11.498,13.828,10.978,22.571,20.637,33.731,34.212,8.332,6.546,26.325,22.781
2025-11-11T11:22:23.589+01:00,-0.380433,0.031810,0.184494,-0.809941,-1.890971,1.854393,-14.431023,13.554152,22.309638,-33.513024,7.941103,-25.958973,14.433,11.317,13.557,10.761,22.316,20.432,33.512,34.084,7.941,6.239,25.963,22.502
2025-11-11T11:22:24.350+01:00,-0.343746,0.055648,0.100395,-0.788353,-1.969577,1.656714,-14.279368,13.387457,22.143718,-33.373165,7.708077,-25.751673,14.433,11.317,13.557,10.761,22.316,20.432,33.512,34.084,7.941,6.239,25.963,22.502
2025-11-11T11:22:25.880+01:00,-0.298597,0.072118,0.030516,-0.765882,-1.970662,1.457971,-14.116118,13.211414,21.964753,-33.223159,7.465754,-25.539021,14.119,11.075,13.214,10.492,21.972,20.139,33.222,33.866,7.466,5.867,25.543,22.166
2025-11-11T11:22:26.644+01:00,-0.249478,0.086495,-0.024187,-0.712506,-1.917729,1.271377,-13.944676,13.029673,21.777216,-33.065577,7.219512,-25.324543,14.119,11.075,13.214,10.492,21.972,20.139,33.222,33.866,7.466,5.867,25.543,22.166
2025-11-11T11:22:28.173+01:00,-0.195582,0.096796,-0.066550,-0.651405,-1.822983,1.094502,-13.769113,12.846509,21.586145,-32.904427,6.975016,-25.112465,13.772,10.808,12.849,10.202,21.593,19.812,32.904,33.613,6.975,5.482,25.117,21.824
2025-11-11T11:22:28.937+01:00,-0.142066,0.095837,-0.099240,-0.594724,-1.644787,0.926801,-13.600150,12.672460,21.402754,-32.750383,6.745544,-24.913447,13.772,10.808,12.849,10.202,21.593,19.812,32.904,33.613,6.975,5.482,25.117,21.824
2025-11-11T11:22:30.424+01:00,-0.097853,0.095069,-0.114792,-0.496779,-1.462829,0.784841,-13.436968,12.506274,21.226720,-32.600869,6.530068,-24.725775,13.44,10.551,12.509,9.935,21.234,19.498,32.6,33.371,6.53,5.132,24.73,21.513
2025-11-11T11:22:31.189+01:00,-0.053282,0.094455,-0.129833,-0.430223,-1.267464,0.641073,-13.285005,12.353426,21.063483,-32.462312,6.334338,-24.554907,13.44,10.551,12.509,9.935,21.234,19.498,32.6,33.371,6.53,5.132,24.73,21.513
2025-11-11T11:22:32.717+01:00,-0.015026,0.086164,-0.132667,-0.383579,-1.091371,0.510258,-13.147384,12.216616,20.916628,-32.338198,6.160572,-24.403364,13.15,10.327,12.22,9.709,20.924,19.231,32.337,33.167,6.16,4.842,24.409,21.256
2025-11-11T11:22:33.491+01:00,0.018179,0.085931,-0.127133,-0.276663,-0.856097,0.403007,-13.025226,12.096936,20.787498,-32.227403,6.011595,-24.271721,13.15,10.327,12.22,9.709,20.924,19.231,32.337,33.167,6.16,4.842,24.409,21.256
2025-11-11T11:22:35.011+01:00,0.045944,0.076545,-0.122707,-0.237130,-0.680877,0.300005,-12.919983,11.995379,20.677176,-32.133341,5.886586,-24.160889,12.922,10.152,11.998,9.538,20.684,19.026,32.133,33.019,5.886,4.627,24.166,21.067
2025-11-11T11:22:35.783+01:00,0.057755,0.077036,-0.104765,-0.155504,-0.501302,0.215004,-12.832879,11.912639,20.586805,-32.055136,5.786201,-24.071012,12.922,10.152,11.998,9.538,20.684,19.026,32.133,33.019,5.886,4.627,24.166,21.067
2025-11-11T11:22:37.304+01:00,0.064604,0.077429,-0.091612,-0.073203,-0.334041,0.137803,-12.762247,11.846751,20.514139,-31.990817,5.708118,-23.999955,12.765,10.031,11.85,9.422,20.521,18.892,31.991,32.934,5.708,4.487,24.006,20.947
2025-11-11T11:22:38.044+01:00,0.079283,0.068543,-0.070690,-0.082163,-0.221233,0.072243,-12.710603,11.800548,20.462610,-31.946392,5.653404,-23.950268,12.765,10.031,11.85,9.422,20.521,18.892,31.991,32.934,5.708,4.487,24.006,20.947
2025-11-11T11:22:39.515+01:00,0.080426,0.064034,-0.045952,-0.063130,-0.140187,0.024994,-12.674070,11.769520,20.427749,-31.916430,5.616539,-23.916955,12.677,9.965,11.772,9.362,20.435,18.828,31.916,32.909,5.615,4.414,23.922,20.896
2025-11-11T11:22:40.238+01:00,0.086741,0.055228,-0.032762,-0.026904,-0.017549,-0.018005,-12.650921,11.752113,20.407503,-31.898859,5.597381,-23.898581,12.677,9.965,11.772,9.362,20.435,18.828,31.916,32.909,5.615,4.414,23.922,20.896
2025-11-11T11:22:41.770+01:00,0.082593,0.049382,-0.015609,-0.008323,0.067361,-0.049804,-12.642218,11.748861,20.402495,-31.894753,5.595200,-23.895286,12.644,9.942,11.752,9.349,20.41,18.819,31.895,32.946,5.594,4.397,23.901,20.899
2025-11-11T11:22:42.499+01:00,0.076674,0.050106,0.003313,0.033941,0.141888,-0.074043,-12.644599,11.756453,20.409359,-31.899941,5.606291,-23.903495,12.644,9.942,11.752,9.349,20.41,18.819,31.895,32.946,5.594,4.397,23.901,20.899
2025-11-11T11:22:44.062+01:00,0.067939,0.046685,0.021050,0.050753,0.181711,-0.093434,-12.656850,11.773443,20.426654,-31.913940,5.628151,-23.921656,12.658,9.956,11.776,9.37,20.434,18.857,31.914,33.026,5.628,4.423,23.927,20.943
2025-11-11T11:22:44.783+01:00,0.051752,0.039948,0.027440,0.053802,0.214969,-0.108948,-12.679096,11.799464,20.453467,-31.936891,5.660233,-23.949393,12.658,9.956,11.776,9.37,20.434,18.857,31.914,33.026,5.628,4.423,23.927,20.943
2025-11-11T11:22:46.310+01:00,0.033601,0.035958,0.036352,0.073242,0.238975,-0.123958,-12.709212,11.832349,20.487691,-31.966086,5.700056,-23.984467,12.711,10.0,11.835,9.421,20.495,18.929,31.966,33.14,5.699,4.481,23.989,21.018
2025-11-11T11:22:47.050+01:00,0.025481,0.030166,0.035682,0.042794,0.216180,-0.130566,-12.742507,11.867871,20.524644,-31.999025,5.741848,-24.022360,12.711,10.0,11.835,9.421,20.495,18.929,31.966,33.14,5.699,4.481,23.989,21.018
2025-11-11T11:22:48.520+01:00,0.015185,0.017533,0.036345,0.005435,0.192544,-0.134653,-12.779834,11.906632,20.565120,-32.036686,5.786314,-24.063761,12.782,10.059,11.909,9.482,20.572,19.017,32.037,33.275,5.786,4.549,24.069,21.106
2025-11-11T11:22:49.283+01:00,0.000348,0.016627,0.035676,-0.019252,0.140835,-0.130123,-12.817505,11.944953,20.605107,-32.074806,5.828682,-24.104529,12.782,10.059,11.909,9.482,20.572,19.017,32.037,33.275,5.786,4.549,24.069,21.106
2025-11-11T11:22:50.788+01:00,-0.003722,0.009301,0.024541,-0.046802,0.111268,-0.129098,-12.853318,11.981011,20.642380,-32.111772,5.867957,-24.143106,12.856,10.119,11.984,9.546,20.65,19.104,32.112,33.414,5.868,4.613,24.148,21.198
2025-11-11T11:22:52.326+01:00,-0.017377,0.008841,0.024833,0.000559,0.123214,-0.124278,-12.887974,12.015167,20.677762,-32.145328,5.905828,-24.179789,12.856,10.119,11.984,9.546,20.65,19.104,32.112,33.414,5.868,4.613,24.148,21.198
2025-11-11T11:22:53.833+01:00,-0.023102,0.004473,0.013266,0.058247,0.177372,-0.119023,-12.920364,12.046595,20.709897,-32.174312,5.942886,-24.213920,12.923,10.175,12.049,9.602,20.717,19.187,32.174,33.557,5.942,4.673,24.22,21.29
2025-11-11T11:22:54.595+01:00,-0.029082,0.008778,0.010613,0.097798,0.187897,-0.105818,-12.949436,12.074446,20.738207,-32.198339,5.976688,-24.244189,12.923,10.175,12.049,9.602,20.717,19.187,32.174,33.557,5.942,4.673,24.22,21.29
2025-11-11T11:22:56.124+01:00,-0.029865,0.003023,-0.000710,0.116238,0.198918,-0.096455,-12.974287,12.097857,20.761584,-32.217459,6.006558,-24.270015,12.976,10.221,12.101,9.646,20.769,19.251,32.217,33.663,6.007,4.723,24.275,21.362
2025-11-11T11:22:56.869+01:00,-0.031692,0.003818,-0.001968,0.148190,0.199734,-0.086364,-12.994852,12.116864,20.780460,-32.231173,6.032104,-24.291270,12.976,10.221,12.101,9.646,20.769,19.251,32.217,33.663,6.007,4.723,24.275,21.362
2025-11-11T11:22:58.417+01:00,-0.034554,0.003054,0.001026,0.174952,0.201787,-0.078291,-13.013019,12.133300,20.796925,-32.241489,6.055216,-24.309848,13.016,10.255,12.136,9.68,20.804,19.3,32.241,33.75,6.055,4.761,24.315,21.419
2025-11-11T11:22:59.163+01:00,-0.021043,-0.002756,0.003421,0.150562,0.189030,-0.067833,-13.028500,12.147628,20.811562,-32.250630,6.075881,-24.326174,13.016,10.255,12.136,9.68,20.804,19.3,32.241,33.75,6.055,4.761,24.315,21.419
2025-11-11T11:23:00.658+01:00,-0.014234,-0.008805,0.001337,0.090249,0.131624,-0.059466,-13.041378,12.159579,20.823833,-32.259565,6.092353,-24.339907,13.043,10.281,12.162,9.703,20.831,19.341,32.259,33.828,6.093,4.791,24.345,21.468
2025-11-11T11:23:01.418+01:00,-0.011388,-0.007044,0.006269,0.047200,0.055499,-0.048973,-13.050168,12.167642,20.832426,-32.266099,6.102431,-24.349314,13.043,10.281,12.162,9.703,20.831,19.341,32.259,33.828,6.093,4.791,24.345,21.468
2025-11-11T11:23:02.923+01:00,-0.002510,-0.012235,0.001015,-0.013440,0.002399,-0.043178,-13.055988,12.173078,20.838226,-32.272162,6.108195,-24.355924,13.058,10.295,12.176,9.718,20.846,19.368,32.272,33.901,6.108,4.804,24.361,21.505
2025-11-11T11:23:03.710+01:00,-0.003408,-0.008388,0.006012,-0.025152,-0.034881,-0.034543,-13.059697,12.176457,20.842140,-32.276535,6.110624,-24.360135,13.058,10.295,12.176,9.718,20.846,19.368,32.272,33.901,6.108,4.804,24.361,21.505
2025-11-11T11:23:05.215+01:00,-0.002726,-0.000111,0.003410,-0.035922,-0.065904,-0.026234,-13.060349,12.176985,20.842875,-32.278295,6.109020,-24.361075,13.063,10.302,12.18,9.723,20.85,19.388,32.278,33.967,6.109,4.804,24.366,21.532
2025-11-11T11:23:06.002+01:00,0.008419,-0.005288,-0.002472,-0.085137,-0.092124,-0.020987,-13.059074,12.176056,20.841965,-32.280345,6.105114,-24.360453,13.063,10.302,12.18,9.723,20.85,19.388,32.278,33.967,6.109,4.804,24.366,21.532
2025-11-11T11:23:07.508+01:00,0.004135,0.000969,-0.001978,-0.120510,-0.148499,-0.015390,-13.056741,12.173993,20.839776,-32.282376,6.098068,-24.358295,13.059,10.303,12.177,9.722,20.847,19.4,32.282,34.029,6.098,4.796,24.363,21.551
2025-11-11T11:23:09.637+01:00,0.008508,-0.000625,-0.005582,-0.179008,-0.188399,-0.009712,-13.054520,12.172253,20.837734,-32.286714,6.089971,-24.356220,13.057,10.304,12.176,9.724,20.845,19.413,32.286,34.084,6.09,4.791,24.361,21.57
2025-11-11T11:23:10.361+01:00,0.008206,0.006100,-0.001866,-0.203606,-0.229519,-0.006370,-13.051534,12.169905,20.835120,-32.291150,6.079787,-24.353209,13.057,10.304,12.176,9.724,20.845,19.413,32.286,34.084,6.09,4.791,24.361,21.57
2025-11-11T11:23:11.867+01:00,0.007965,0.008880,0.002507,-0.210085,-0.253215,-0.003696,-13.047459,12.166536,20.831650,-32.294752,6.067770,-24.349009,13.05,10.301,12.169,9.723,20.839,19.421,32.295,34.151,6.068,4.774,24.354,21.583
2025-11-11T11:23:12.553+01:00,0.011572,0.008504,-0.003194,-0.216668,-0.248572,-0.004356,-13.042664,12.162619,20.827343,-32.298012,6.055351,-24.344285,13.05,10.301,12.169,9.723,20.839,19.421,32.295,34.151,6.068,4.774,24.354,21.583
2025-11-11T11:23:14.060+01:00,0.009258,0.002803,-0.005155,-0.219334,-0.233058,-0.006085,-13.039941,12.160534,20.824878,-32.303260,6.045370,-24.341574,13.042,10.298,12.162,9.72,20.832,19.428,32.303,34.217,6.045,4.756,24.346,21.599
2025-11-11T11:23:14.846+01:00,0.007406,0.004843,-0.005524,-0.164868,-0.191646,-0.003468,-13.035650,12.156823,20.820727,-32.305041,6.035140,-24.337288,13.042,10.298,12.162,9.72,20.832,19.428,32.303,34.217,6.045,4.756,24.346,21.599
2025-11-11T11:23:16.334+01:00,0.008525,-0.000126,-0.015019,-0.131894,-0.146717,-0.004175,-13.030014,12.151680,20.814754,-32.304373,6.025075,-24.331832,13.032,10.293,12.154,9.715,20.822,19.434,32.305,34.275,6.025,4.74,24.337,21.611
2025-11-11T11:23:17.076+01:00,0.001620,0.001299,-0.008015,-0.075315,-0.100374,-0.003340,-13.026042,12.147891,20.810464,-32.303139,6.017901,-24.327828,13.032,10.293,12.154,9.715,20.822,19.434,32.305,34.275,6.025,4.74,24.337,21.611
2025-11-11T11:23:18.583+01:00,-0.003904,0.005039,-0.007812,-0.015652,-0.048899,-0.002672,-13.022468,12.144280,20.806280,-32.300008,6.012572,-24.324076,13.025,10.29,12.147,9.71,20.813,19.439,32.299,34.326,6.012,4.731,24.329,21.625
2025-11-11T11:23:19.348+01:00,-0.001723,-0.001168,-0.015450,0.007078,0.001481,-0.004737,-13.019587,12.141309,20.802468,-32.296838,6.009633,-24.321265,13.025,10.29,12.147,9.71,20.813,19.439,32.299,34.326,6.012,4.731,24.329,21.625
2025-11-11T11:23:20.837+01:00,-0.005379,-0.002335,-0.010960,0.041063,0.045785,-0.005190,-13.019543,12.140971,20.801550,-32.295140,6.010813,-24.321233,13.022,10.291,12.144,9.711,20.809,19.45,32.295,34.37,6.01,4.73,24.327,21.643
2025-11-11T11:23:21.601+01:00,-0.002903,-0.000468,-0.007368,0.051250,0.060228,-0.001552,-13.019880,12.141195,20.801348,-32.293600,6.012991,-24.321678,13.022,10.291,12.144,9.711,20.809,19.45,32.295,34.37,6.01,4.73,24.327,21.643
2025-11-11T11:23:23.096+01:00,-0.000922,-0.001774,-0.008494,0.050200,0.069182,-0.003842,-13.020754,12.142024,20.801725,-32.292706,6.016086,-24.322819,13.024,10.295,12.145,9.711,20.809,19.463,32.292,34.422,6.016,4.734,24.328,21.664
2025-11-11T11:23:23.857+01:00,-0.003338,0.001181,-0.001595,0.065160,0.068546,-0.003073,-13.021866,12.143048,20.802593,-32.291452,6.019341,-24.324088,13.024,10.295,12.145,9.711,20.809,19.463,32.292,34.422,6.016,4.734,24.328,21.664
2025-11-11T11:23:25.389+01:00,-0.005270,0.003544,0.005324,0.083528,0.073237,0.000141,-13.023065,12.144129,20.803834,-32.289599,6.022795,-24.325323,13.026,10.3,12.147,9.715,20.811,19.478,32.289,34.474,6.023,4.739,24.33,21.687
2025-11-11T11:23:26.189+01:00,-0.004216,0.000236,0.004259,0.065422,0.074389,-0.002487,-13.026179,12.147108,20.806993,-32.290255,6.028231,-24.328557,13.026,10.3,12.147,9.715,20.811,19.478,32.289,34.474,6.023,4.739,24.33,21.687
2025-11-11T11:23:27.681+01:00,-0.008573,0.001588,0.010007,0.090338,0.085711,-0.001989,-13.029888,12.150495,20.810835,-32.290460,6.034466,-24.332209,13.033,10.307,12.153,9.723,20.818,19.498,32.29,34.529,6.034,4.749,24.337,21.714
2025-11-11T11:23:28.482+01:00,-0.006858,-0.001329,0.005406,0.102470,0.096169,-0.000192,-13.031619,12.151904,20.812529,-32.288361,6.039140,-24.333957,13.033,10.307,12.153,9.723,20.818,19.498,32.29,34.529,6.034,4.749,24.337,21.714
2025-11-11T11:23:29.974+01:00,-0.005487,-0.008863,0.000325,0.098976,0.117535,-0.002753,-13.034594,12.154447,20.815259,-32.287626,6.045771,-24.337094,13.037,10.314,12.157,9.727,20.822,19.516,32.287,34.579,6.045,4.759,24.342,21.738
2025-11-11T11:23:30.734+01:00,-0.010989,-0.005691,0.005460,0.143581,0.142628,0.001797,-13.037391,12.156595,20.817794,-32.284970,6.052817,-24.339772,13.037,10.314,12.157,9.727,20.822,19.516,32.287,34.579,6.045,4.759,24.342,21.738
2025-11-11T11:23:32.267+01:00,-0.007391,-0.007153,-0.003432,0.173865,0.182303,0.002838,-13.038224,12.156891,20.818056,-32.279473,6.059356,-24.340731,13.041,10.32,12.159,9.73,20.825,19.533,32.28,34.623,6.058,4.769,24.346,21.761
