local_time,S1_uT,S2_uT,S3_uT,S4_uT,S5_uT,S6_uT,I1_A,I2_A,I3_A,I4_A,I5_A,I6_A,MC1_A,MV1_V,MC2_A,MV2_V,MC3_A,MV3_V,MC4_A,MV4_V,MC5_A,MV5_V,MC6_A,MV6_V
2025-11-11T11:27:47.239+01:00,-0.005945,0.004102,-0.009270,-0.044528,-0.021447,-0.025337,-13.081516,12.213971,20.877641,-32.364202,6.089938,-24.391890,13.083,10.582,12.216,9.987,20.885,20.573,32.364,38.681,6.09,4.83,24.397,23.377
2025-11-11T11:27:47.982+01:00,-0.008756,0.001881,-0.004816,-0.068422,-0.049958,-0.024269,-13.087497,12.219624,20.882994,-32.372083,6.093792,-24.397851,13.083,10.582,12.216,9.987,20.885,20.573,32.364,38.681,6.09,4.83,24.397,23.377
2025-11-11T11:27:49.534+01:00,-0.013605,0.004105,0.002747,-0.078338,-0.075366,-0.023416,-13.094602,12.226220,20.889623,-32.381215,6.097718,-24.404621,13.097,10.594,12.229,9.997,20.897,20.591,32.38,38.726,6.097,4.837,24.409,23.399
2025-11-11T11:27:50.336+01:00,-0.009484,-0.000716,0.000798,-0.086270,-0.072093,-0.027932,-13.101641,12.232844,20.896297,-32.390727,6.101868,-24.411620,13.097,10.594,12.229,9.997,20.897,20.591,32.38,38.726,6.097,4.837,24.409,23.399
2025-11-11T11:27:51.842+01:00,-0.011587,0.002027,0.009838,-0.057216,-0.061674,-0.024946,-13.108660,12.239418,20.903347,-32.399183,6.106301,-24.418498,13.111,10.608,12.242,10.005,20.91,20.61,32.398,38.772,6.106,4.844,24.424,23.423
2025-11-11T11:27:52.629+01:00,-0.011870,0.003022,0.010471,-0.006373,-0.024340,-0.021357,-13.113862,12.244164,20.908600,-32.404121,6.110166,-24.423589,13.111,10.608,12.242,10.005,20.91,20.61,32.398,38.772,6.106,4.844,24.424,23.423
2025-11-11T11:27:54.161+01:00,-0.005496,-0.005383,0.000576,0.011902,0.013328,-0.024885,-13.117254,12.247206,20.911837,-32.406900,6.113740,-24.427343,13.12,10.615,12.25,10.013,20.919,20.626,32.407,38.807,6.113,4.85,24.432,23.441
2025-11-11T11:27:54.923+01:00,-0.005797,-0.002906,0.008261,0.056721,0.048663,-0.017308,-13.120513,12.250170,20.915365,-32.408042,6.118391,-24.430921,13.12,10.615,12.25,10.013,20.919,20.626,32.407,38.807,6.113,4.85,24.432,23.441
2025-11-11T11:27:56.458+01:00,-0.002037,0.000275,0.005209,0.071577,0.057330,-0.013847,-13.121333,12.250943,20.916487,-32.406444,6.121094,-24.432208,13.124,10.62,12.254,10.018,20.924,20.635,32.406,38.831,6.12,4.855,24.437,23.455
2025-11-11T11:27:57.219+01:00,-0.003030,-0.004980,-0.003633,0.078262,0.078664,-0.011077,-13.121712,12.251078,20.916607,-32.404047,6.123973,-24.432972,13.124,10.62,12.254,10.018,20.924,20.635,32.406,38.831,6.12,4.855,24.437,23.455
2025-11-11T11:27:58.707+01:00,-0.007624,0.003816,-0.004306,0.113809,0.099731,-0.004862,-13.121432,12.250495,20.915771,-32.399557,6.126693,-24.432778,13.123,10.621,12.253,10.019,20.923,20.641,32.398,38.846,6.127,4.862,24.438,23.465
2025-11-11T11:27:59.448+01:00,-0.006099,-0.000947,-0.012645,0.133047,0.138785,-0.001289,-13.120691,12.249394,20.914071,-32.393940,6.130287,-24.432197,13.123,10.621,12.253,10.019,20.923,20.641,32.398,38.846,6.127,4.862,24.438,23.465
2025-11-11T11:28:00.880+01:00,-0.008879,-0.003358,-0.016716,0.166838,0.183228,0.001568,-13.120520,12.248645,20.912551,-32.387564,6.135747,-24.432086,13.123,10.623,12.251,10.025,20.92,20.643,32.388,38.854,6.136,4.868,24.438,23.472
2025-11-11T11:28:01.612+01:00,-0.014903,0.003914,-0.013373,0.229270,0.229182,0.005255,-13.120573,12.247950,20.911090,-32.379027,6.142669,-24.431947,13.123,10.623,12.251,10.025,20.92,20.643,32.388,38.854,6.136,4.868,24.438,23.472
2025-11-11T11:28:03.122+01:00,-0.013323,0.005731,-0.012098,0.270016,0.265946,0.010804,-13.119466,12.246211,20.908620,-32.368050,6.149740,-24.430724,13.121,10.624,12.248,10.024,20.916,20.645,32.368,38.854,6.149,4.88,24.436,23.481
2025-11-11T11:28:03.887+01:00,-0.002858,0.007185,-0.011079,0.250213,0.271757,0.016443,-13.118662,12.245367,20.907077,-32.358547,6.157783,-24.430206,13.121,10.624,12.248,10.024,20.916,20.645,32.368,38.854,6.149,4.88,24.436,23.481
2025-11-11T11:28:05.478+01:00,-0.006287,0.008348,-0.004863,0.213370,0.233205,0.018354,-13.119958,12.246501,20.907789,-32.352232,6.166469,-24.431465,13.123,10.625,12.249,10.03,20.915,20.65,32.352,38.856,6.166,4.894,24.436,23.491
2025-11-11T11:28:06.220+01:00,-0.003629,0.006678,-0.006490,0.210096,0.220764,0.019884,-13.118867,12.245342,20.906151,-32.343801,6.172502,-24.430411,13.123,10.625,12.249,10.03,20.915,20.65,32.352,38.856,6.166,4.894,24.436,23.491
2025-11-11T11:28:07.773+01:00,0.001097,0.002743,-0.006592,0.178677,0.206811,0.019907,-13.118468,12.245046,20.905457,-32.337338,6.178967,-24.430231,13.121,10.625,12.248,10.028,20.913,20.654,32.337,38.861,6.179,4.904,24.435,23.498
2025-11-11T11:28:08.513+01:00,0.000877,0.004794,0.001326,0.195342,0.198249,0.023725,-13.116422,12.243161,20.903550,-32.328736,6.183570,-24.428337,13.121,10.625,12.248,10.028,20.913,20.654,32.337,38.861,6.179,4.904,24.435,23.498
2025-11-11T11:28:10.063+01:00,0.005902,-0.003965,0.001061,0.177273,0.189999,0.020380,-13.113820,12.240795,20.901352,-32.320439,6.187588,-24.426191,13.116,10.623,12.243,10.03,20.908,20.655,32.321,38.863,6.187,4.911,24.432,23.504
2025-11-11T11:28:10.805+01:00,-0.001879,-0.001772,0.007449,0.225819,0.217599,0.025504,-13.111512,12.238380,20.899387,-32.310448,6.192478,-24.423942,13.116,10.623,12.243,10.03,20.908,20.655,32.321,38.863,6.187,4.911,24.432,23.504
2025-11-11T11:28:12.357+01:00,0.007697,0.006383,0.015159,0.185855,0.191080,0.036203,-13.109923,12.237411,20.899119,-32.303031,6.197691,-24.422602,13.113,10.621,12.24,10.028,20.906,20.659,32.303,38.864,6.197,4.918,24.428,23.509
2025-11-11T11:28:13.101+01:00,0.002158,0.002506,0.018727,0.136884,0.126664,0.032963,-13.108887,12.236646,20.899311,-32.297568,6.201078,-24.421434,13.113,10.621,12.24,10.028,20.906,20.659,32.303,38.864,6.197,4.918,24.428,23.509
2025-11-11T11:28:14.650+01:00,-0.004874,0.004605,0.017582,0.150107,0.120931,0.031570,-13.107399,12.235097,20.898601,-32.290868,6.203497,-24.419474,13.109,10.621,12.238,10.016,20.906,20.664,32.291,38.871,6.203,4.924,24.425,23.516
2025-11-11T11:28:15.410+01:00,0.011901,-0.000316,0.016665,0.099086,0.109945,0.035856,-13.105674,12.234106,20.898559,-32.286455,6.206110,-24.417981,13.109,10.621,12.238,10.016,20.906,20.664,32.291,38.871,6.203,4.924,24.425,23.516
2025-11-11T11:28:16.943+01:00,0.008121,0.001147,0.015932,0.005669,0.018356,0.032685,-13.105922,12.234944,20.900242,-32.286971,6.207434,-24.418053,13.109,10.621,12.238,10.022,20.907,20.671,32.287,38.888,6.207,4.928,24.423,23.523
2025-11-11T11:28:17.702+01:00,0.009097,-0.000482,0.004946,-0.070265,-0.057515,0.027548,-13.104390,12.233996,20.899576,-32.288314,6.204470,-24.416256,13.109,10.621,12.238,10.022,20.907,20.671,32.287,38.888,6.207,4.928,24.423,23.523
2025-11-11T11:28:19.236+01:00,0.008677,-0.000386,-0.002643,-0.182212,-0.164212,0.020638,-13.103267,12.233431,20.898852,-32.293825,6.198272,-24.414647,13.106,10.62,12.236,10.018,20.906,20.675,32.293,38.918,6.197,4.92,24.419,23.529
2025-11-11T11:28:19.958+01:00,0.005542,0.004891,-0.002115,-0.253370,-0.255970,0.017911,-13.101584,12.232274,20.897412,-32.301101,6.188303,-24.412122,13.106,10.62,12.236,10.018,20.906,20.675,32.293,38.918,6.197,4.92,24.419,23.529
2025-11-11T11:28:21.447+01:00,0.003033,0.002513,-0.009492,-0.318296,-0.204776,0.011729,-13.113777,12.244827,20.909328,-32.323985,6.193532,-24.423431,13.117,10.631,12.247,10.022,20.917,20.692,32.323,38.973,6.193,4.917,24.428,23.547
2025-11-11T11:28:22.207+01:00,-0.004173,0.000610,-0.008993,-0.346437,-0.268821,0.007983,-13.123878,12.254864,20.918753,-32.345411,6.194251,-24.432213,13.117,10.631,12.247,10.022,20.917,20.692,32.323,38.973,6.193,4.917,24.428,23.547
2025-11-11T11:28:23.702+01:00,-0.011139,0.003088,-0.007195,-0.341549,-0.309657,0.006386,-13.130919,12.261522,20.924811,-32.363338,6.190291,-24.437548,13.133,10.645,12.264,10.038,20.932,20.712,32.363,39.043,6.19,4.915,24.442,23.57
2025-11-11T11:28:24.462+01:00,-0.007511,0.002471,-0.012356,-0.332239,-0.309325,-0.000091,-13.135286,12.265642,20.928078,-32.378460,6.183864,-24.440526,13.133,10.645,12.264,10.038,20.932,20.712,32.363,39.043,6.19,4.915,24.442,23.57
2025-11-11T11:28:25.908+01:00,-0.006009,-0.003223,-0.012485,-0.315592,-0.298660,-0.006673,-13.138451,12.268500,20.930211,-32.391903,6.176694,-24.442562,13.142,10.653,12.271,10.046,20.937,20.722,32.391,39.101,6.176,4.904,24.448,23.582
2025-11-11T11:28:26.654+01:00,-0.007407,-0.002579,-0.007388,-0.223673,-0.227128,-0.009338,-13.140289,12.269957,20.931222,-32.400897,6.170567,-24.443499,13.142,10.653,12.271,10.046,20.937,20.722,32.391,39.101,6.176,4.904,24.448,23.582
2025-11-11T11:28:28.125+01:00,-0.000726,-0.002063,-0.009910,-0.172339,-0.177703,-0.012671,-13.139634,12.269252,20.929965,-32.406013,6.163946,-24.442500,13.142,10.655,12.271,10.049,20.937,20.728,32.405,39.141,6.164,4.894,24.448,23.591
2025-11-11T11:28:28.846+01:00,0.002020,-0.009450,-0.007928,-0.119471,-0.122562,-0.020736,-13.138626,12.268165,20.928623,-32.409148,6.158956,-24.441638,13.142,10.655,12.271,10.049,20.937,20.728,32.405,39.141,6.164,4.894,24.448,23.591
2025-11-11T11:28:30.392+01:00,0.001616,-0.000960,0.000258,-0.066777,-0.082250,-0.017989,-13.138044,12.267686,20.928157,-32.410957,6.155767,-24.441270,13.14,10.656,12.271,10.051,20.936,20.732,32.411,39.171,6.155,4.888,24.446,23.6
2025-11-11T11:28:31.132+01:00,0.006493,-0.008568,-0.002394,-0.065221,-0.068400,-0.020991,-13.136717,12.266543,20.927072,-32.412210,6.152514,-24.440513,13.14,10.656,12.271,10.051,20.936,20.732,32.411,39.171,6.155,4.888,24.446,23.6
2025-11-11T11:28:32.667+01:00,0.006594,-0.010855,-0.001915,-0.054777,-0.057320,-0.021993,-13.135357,12.265322,20.925989,-32.413093,6.149602,-24.439790,13.137,10.655,12.268,10.051,20.933,20.736,32.413,39.197,6.15,4.884,24.445,23.607
2025-11-11T11:28:33.395+01:00,0.003875,-0.003484,0.002468,-0.033222,-0.053656,-0.021594,-13.133896,12.264029,20.924910,-32.413065,6.146617,-24.438862,13.137,10.655,12.268,10.051,20.933,20.736,32.413,39.197,6.15,4.884,24.445,23.607
2025-11-11T11:28:34.959+01:00,0.005700,-0.001387,0.004574,-0.018777,-0.053525,-0.019876,-13.130608,12.261053,20.922226,-32.410870,6.141941,-24.436197,13.133,10.652,12.264,10.048,20.929,20.737,32.411,39.218,6.142,4.878,24.441,23.613
2025-11-11T11:28:35.701+01:00,0.000560,0.002890,0.008859,-0.004422,-0.052020,-0.019900,-13.128316,12.258913,20.920509,-32.408959,6.138083,-24.434294,13.133,10.652,12.264,10.048,20.929,20.737,32.411,39.218,6.142,4.878,24.441,23.613
2025-11-11T11:28:37.253+01:00,-0.000952,0.004912,0.009688,0.008263,-0.043016,-0.017320,-13.126066,12.256782,20.918803,-32.406594,6.134495,-24.432335,13.128,10.65,12.259,10.051,20.926,20.74,32.406,39.235,6.133,4.872,24.438,23.618
2025-11-11T11:28:37.980+01:00,-0.002162,0.001330,0.006350,0.005210,-0.034413,-0.020456,-13.124899,12.255581,20.917932,-32.405315,6.132175,-24.431469,13.128,10.65,12.259,10.051,20.926,20.74,32.406,39.235,6.133,4.872,24.438,23.618
2025-11-11T11:28:39.546+01:00,-0.003129,0.002464,0.010280,0.013368,-0.032730,-0.020365,-13.124062,12.254695,20.917564,-32.404062,6.130214,-24.430903,13.126,10.65,12.257,10.053,20.925,20.745,32.405,39.255,6.13,4.869,24.436,23.627
2025-11-11T11:28:40.272+01:00,-0.002503,0.000571,0.004224,0.006694,-0.019584,-0.022892,-13.124367,12.254921,20.918036,-32.404144,6.129799,-24.431566,13.126,10.65,12.257,10.053,20.925,20.745,32.405,39.255,6.13,4.869,24.436,23.627
2025-11-11T11:28:41.774+01:00,-0.006003,-0.002143,0.005979,0.018556,-0.006467,-0.019714,-13.125576,12.255818,20.919321,-32.404540,6.130544,-24.432931,13.128,10.653,12.259,10.054,20.927,20.752,32.403,39.274,6.13,4.869,24.438,23.638
2025-11-11T11:28:42.520+01:00,-0.008802,0.000886,0.008783,0.033244,0.002626,-0.015771,-13.127315,12.257166,20.921143,-32.404827,6.131987,-24.434634,13.128,10.653,12.259,10.054,20.927,20.752,32.403,39.274,6.13,4.869,24.438,23.638
2025-11-11T11:28:44.013+01:00,-0.009642,0.005908,0.005627,0.044996,0.009901,-0.012617,-13.128217,12.257727,20.921900,-32.403828,6.132783,-24.435402,13.131,10.656,12.261,10.056,20.929,20.76,32.403,39.295,6.132,4.872,24.44,23.648
2025-11-11T11:28:44.773+01:00,-0.005113,-0.000473,0.000501,0.041196,0.027521,-0.014093,-13.129124,12.258369,20.922619,-32.403124,6.134348,-24.436458,13.131,10.656,12.261,10.056,20.929,20.76,32.403,39.295,6.132,4.872,24.44,23.648
2025-11-11T11:28:46.277+01:00,-0.006691,0.004821,0.001801,0.056557,0.040417,-0.012675,-13.130655,12.259668,20.923950,-32.402436,6.136894,-24.438063,13.133,10.66,12.263,10.057,20.931,20.768,32.403,39.314,6.137,4.875,24.443,23.66
2025-11-11T11:28:47.001+01:00,0.001247,-0.003943,-0.003759,0.058446,0.061133,-0.014140,-13.130634,12.259618,20.923851,-32.400484,6.138954,-24.438600,13.133,10.66,12.263,10.057,20.931,20.768,32.403,39.314,6.137,4.875,24.443,23.66
2025-11-11T11:28:48.526+01:00,0.002398,-0.004554,-0.005607,0.075557,0.084307,-0.013912,-13.130496,12.259488,20.923596,-32.397868,6.141723,-24.439133,13.133,10.661,12.262,10.058,20.931,20.772,32.398,39.329,6.141,4.88,24.444,23.669
2025-11-11T11:28:49.273+01:00,-0.000682,0.002957,-0.004486,0.089245,0.085845,-0.008529,-13.130039,12.259046,20.922910,-32.394315,6.144115,-24.439096,13.133,10.661,12.262,10.058,20.931,20.772,32.398,39.329,6.141,4.88,24.444,23.669
2025-11-11T11:28:50.780+01:00,-0.000545,0.002365,-0.004989,0.108196,0.096276,-0.001624,-13.127766,12.256779,20.920379,-32.388335,6.145072,-24.437153,13.131,10.661,12.259,10.056,20.927,20.775,32.388,39.339,6.144,4.882,24.442,23.675
2025-11-11T11:28:51.541+01:00,-0.001836,-0.000708,-0.003991,0.128557,0.124221,0.001301,-13.126386,12.255275,20.918727,-32.382480,6.147780,-24.436051,13.131,10.661,12.259,10.056,20.927,20.775,32.388,39.339,6.144,4.882,24.442,23.675
2025-11-11T11:28:53.075+01:00,-0.001469,0.003434,-0.001793,0.158046,0.147977,0.011641,-13.124009,12.252891,20.916221,-32.374672,6.150315,-24.433835,13.126,10.658,12.255,10.054,20.924,20.776,32.374,39.343,6.15,4.887,24.439,23.684
2025-11-11T11:28:53.835+01:00,-0.005175,0.001347,-0.006634,0.147436,0.153781,0.011913,-13.123469,12.252092,20.915064,-32.368807,6.154625,-24.433230,13.126,10.658,12.255,10.054,20.924,20.776,32.374,39.343,6.15,4.887,24.439,23.684
2025-11-11T11:28:55.367+01:00,-0.009340,-0.000322,-0.005307,0.158549,0.167625,0.013530,-13.124292,12.252405,20.915112,-32.363703,6.160535,-24.433774,13.127,10.66,12.255,10.051,20.922,20.78,32.364,39.349,6.16,4.895,24.439,23.691
2025-11-11T11:28:56.128+01:00,-0.004872,0.001142,-0.001646,0.150439,0.149900,0.020024,-13.123173,12.251054,20.913659,-32.357204,6.164167,-24.432436,13.127,10.66,12.255,10.051,20.922,20.78,32.364,39.349,6.16,4.895,24.439,23.691
2025-11-11T11:28:57.605+01:00,0.005302,-0.001686,-0.005317,0.108551,0.130520,0.022619,-13.121151,12.249269,20.911654,-32.351705,6.166714,-24.430576,13.123,10.658,12.252,10.049,20.919,20.782,32.351,39.354,6.166,4.901,24.436,23.696
2025-11-11T11:28:58.366+01:00,0.005642,-0.003949,0.000947,0.058041,0.080816,0.020695,-13.120596,12.248957,20.911490,-32.349409,6.169117,-24.430112,13.123,10.658,12.252,10.049,20.919,20.782,32.351,39.354,6.166,4.901,24.436,23.696
2025-11-11T11:28:59.872+01:00,0.012313,-0.001759,0.003357,0.046433,0.033253,0.021756,-13.114547,12.243551,20.906329,-32.342471,6.164876,-24.424401,13.117,10.654,12.247,10.044,20.913,20.782,32.342,39.362,6.164,4.899,24.43,23.698
2025-11-11T11:29:00.596+01:00,0.013851,-0.005407,0.005286,-0.002254,0.000402,0.016005,-13.110762,12.240438,20.903646,-32.339493,6.161879,-24.421052,13.117,10.654,12.247,10.044,20.913,20.782,32.342,39.362,6.164,4.899,24.43,23.698
2025-11-11T11:29:02.147+01:00,0.011081,-0.006926,0.005629,-0.041203,-0.025878,0.012804,-13.109648,12.239834,20.903509,-32.340332,6.160509,-24.420203,13.112,10.651,12.242,10.04,20.911,20.784,32.34,39.377,6.16,4.896,24.426,23.702
2025-11-11T11:29:02.889+01:00,0.012864,-0.009541,-0.003297,-0.055362,-0.033903,0.010243,-13.107011,12.237722,20.901448,-32.340210,6.157408,-24.417936,13.112,10.651,12.242,10.04,20.911,20.784,32.34,39.377,6.16,4.896,24.426,23.702
2025-11-11T11:29:04.440+01:00,0.014292,-0.009033,-0.004038,-0.060090,-0.029722,0.006795,-13.105235,12.236557,20.900293,-32.341169,6.155368,-24.416677,13.108,10.649,12.239,10.037,20.908,20.786,32.341,39.398,6.154,4.892,24.421,23.705
2025-11-11T11:29:05.182+01:00,0.010033,-0.003226,-0.003230,-0.067672,-0.044778,0.009436,-13.104101,12.235954,20.899596,-32.342844,6.153260,-24.415749,13.108,10.649,12.239,10.037,20.908,20.786,32.341,39.398,6.154,4.892,24.421,23.705
2025-11-11T11:29:06.734+01:00,0.006627,-0.003981,-0.006584,-0.080338,-0.058222,0.006149,-13.103343,12.235523,20.898894,-32.345148,6.150890,-24.415042,13.106,10.649,12.238,10.035,20.906,20.789,32.345,39.422,6.151,4.89,24.42,23.712
2025-11-11T11:29:07.475+01:00,-0.001299,-0.003185,-0.000067,-0.077470,-0.075378,0.003519,-13.103817,12.235945,20.899353,-32.348250,6.148811,-24.415197,13.106,10.649,12.238,10.035,20.906,20.789,32.345,39.422,6.151,4.89,24.42,23.712
2025-11-11T11:29:09.026+01:00,-0.007639,0.000052,0.006546,-0.073776,-0.083902,0.004215,-13.106011,12.237849,20.901557,-32.352658,6.147871,-24.416726,13.109,10.653,12.24,10.045,20.909,20.797,32.352,39.45,6.148,4.887,24.421,23.721
2025-11-11T11:29:09.785+01:00,-0.006111,-0.001358,0.001237,-0.093221,-0.094722,-0.001828,-13.108198,12.239769,20.903533,-32.357754,6.146584,-24.418390,13.109,10.653,12.24,10.045,20.909,20.797,32.352,39.45,6.148,4.887,24.421,23.721
2025-11-11T11:29:11.320+01:00,-0.010089,-0.002487,0.003590,-0.074577,-0.084977,-0.004062,-13.110829,12.241898,20.905865,-32.362471,6.145887,-24.420382,13.113,10.656,12.245,10.05,20.913,20.806,32.362,39.481,6.146,4.886,24.426,23.732
2025-11-11T11:29:12.079+01:00,-0.009471,-0.000589,0.001472,-0.075461,-0.082382,-0.005850,-13.113656,12.244278,20.908299,-32.367422,6.145481,-24.422624,13.113,10.656,12.245,10.05,20.913,20.806,32.362,39.481,6.146,4.886,24.426,23.732
2025-11-11T11:29:13.613+01:00,-0.004977,-0.004471,-0.005423,-0.089169,-0.077706,-0.007280,-13.116028,12.246329,20.910131,-32.372558,6.144948,-24.424650,13.119,10.663,12.249,10.058,20.917,20.815,32.372,39.514,6.144,4.885,24.43,23.744
2025-11-11T11:29:14.372+01:00,-0.010582,0.000423,-0.001738,-0.067335,-0.075364,-0.007224,-13.118580,12.248371,20.912031,-32.376884,6.144425,-24.426592,13.119,10.663,12.249,10.058,20.917,20.815,32.372,39.514,6.144,4.885,24.43,23.744
2025-11-11T11:29:15.907+01:00,-0.008465,0.002938,-0.002791,-0.048668,-0.068092,-0.004379,-13.118882,12.248313,20.911728,-32.378462,6.142021,-24.426364,13.121,10.666,12.251,10.056,20.919,20.822,32.377,39.54,6.141,4.883,24.432,23.754
2025-11-11T11:29:16.664+01:00,-0.010772,-0.002849,-0.007432,-0.038935,-0.042673,-0.006103,-13.120381,12.249181,20.912219,-32.380729,6.141482,-24.427288,13.121,10.666,12.251,10.056,20.919,20.822,32.377,39.54,6.141,4.883,24.432,23.754
2025-11-11T11:29:18.199+01:00,-0.013818,0.005521,-0.004546,0.001652,-0.014539,-0.002283,-13.121926,12.250114,20.912745,-32.381534,6.141797,-24.428110,13.124,10.67,12.253,10.061,20.92,20.828,32.381,39.563,6.142,4.883,24.433,23.763
2025-11-11T11:29:18.957+01:00,-0.012454,0.000416,-0.005037,0.011922,0.013369,-0.003226,-13.124786,12.252310,20.914624,-32.383324,6.144376,-24.430387,13.124,10.67,12.253,10.061,20.92,20.828,32.381,39.563,6.142,4.883,24.433,23.763
2025-11-11T11:29:20.447+01:00,-0.016563,0.004333,-0.002629,0.027938,0.029095,-0.002581,-13.129385,12.256117,20.918147,-32.386087,6.149008,-24.434214,13.132,10.677,12.259,10.064,20.925,20.838,32.386,39.585,6.149,4.889,24.439,23.777
2025-11-11T11:29:21.245+01:00,-0.014651,0.011267,-0.011304,0.024950,0.035076,0.000535,-13.133217,12.259367,20.920490,-32.388223,6.153110,-24.437270,13.132,10.677,12.259,10.064,20.925,20.838,32.386,39.585,6.149,4.889,24.439,23.777
2025-11-11T11:29:22.785+01:00,-0.016921,0.013013,-0.010443,0.029160,0.037261,0.004428,-13.137417,12.262904,20.923110,-32.390459,6.157534,-24.440495,13.14,10.684,12.266,10.073,20.931,20.849,32.39,39.611,6.157,4.896,24.446,23.791
2025-11-11T11:29:24.356+01:00,-0.012136,0.018211,-0.012354,0.018128,0.028409,0.011343,-13.140224,12.265404,20.924464,-32.391904,6.160498,-24.442380,13.14,10.684,12.266,10.073,20.931,20.849,32.39,39.611,6.157,4.896,24.446,23.791
2025-11-11T11:29:25.851+01:00,-0.013709,0.019768,-0.004683,0.019702,0.025327,0.013074,-13.144469,12.269316,20.927586,-32.394659,6.164743,-24.445581,13.147,10.692,12.273,10.082,20.935,20.86,32.394,39.64,6.164,4.903,24.45,23.806
2025-11-11T11:29:26.650+01:00,-0.008367,0.015815,-0.003747,0.020962,0.028062,0.014459,-13.147276,12.271982,20.929605,-32.396206,6.167920,-24.447597,13.147,10.692,12.273,10.082,20.935,20.86,32.394,39.64,6.164,4.903,24.45,23.806
2025-11-11T11:29:28.190+01:00,-0.006694,0.012652,0.003603,0.018170,0.029049,0.010167,-13.151700,12.276310,20.933753,-32.399556,6.172854,-24.451420,13.153,10.699,12.279,10.089,20.941,20.871,32.399,39.665,6.172,4.909,24.456,23.821
2025-11-11T11:29:28.931+01:00,-0.000155,0.010121,0.001482,0.023736,0.029839,0.010734,-13.153138,12.277927,20.935152,-32.400082,6.175182,-24.452592,13.153,10.699,12.279,10.089,20.941,20.871,32.399,39.665,6.172,4.909,24.456,23.821
2025-11-11T11:29:31.221+01:00,0.007676,0.004097,-0.001414,0.014989,0.033072,0.007187,-13.153217,12.278454,20.935463,-32.399930,6.176642,-24.452881,13.156,10.701,12.281,10.093,20.943,20.878,32.399,39.684,6.176,4.913,24.458,23.832
2025-11-11T11:29:31.897+01:00,0.010141,0.005878,0.000269,0.034391,0.039657,0.008350,-13.151317,12.277186,20.934039,-32.397313,6.176536,-24.451350,13.156,10.701,12.281,10.093,20.943,20.878,32.399,39.684,6.176,4.913,24.458,23.832
2025-11-11T11:29:33.311+01:00,0.012113,0.006102,0.005415,0.051113,0.044926,0.006680,-13.148572,12.275197,20.932179,-32.393427,6.175917,-24.449158,13.151,10.699,12.278,10.091,20.939,20.882,32.393,39.699,6.176,4.912,24.454,23.835
2025-11-11T11:29:34.028+01:00,0.013690,0.000882,0.006932,0.056690,0.056941,0.000144,-13.146469,12.273831,20.931158,-32.390063,6.176439,-24.447875,13.151,10.699,12.278,10.091,20.939,20.882,32.393,39.699,6.176,4.912,24.454,23.835
2025-11-11T11:29:35.563+01:00,0.014952,-0.007095,0.009545,0.058552,0.067953,-0.003885,-13.145264,12.273272,20.931270,-32.387587,6.178294,-24.447682,13.148,10.697,12.277,10.089,20.939,20.886,32.388,39.711,6.178,4.915,24.453,23.842
2025-11-11T11:29:36.319+01:00,0.013362,-0.005676,0.014236,0.078242,0.075362,-0.001708,-13.143743,12.272369,20.931272,-32.384103,6.180051,-24.447109,13.148,10.697,12.277,10.089,20.939,20.886,32.388,39.711,6.178,4.915,24.453,23.842
2025-11-11T11:29:37.856+01:00,0.012089,-0.012341,0.012789,0.073193,0.083890,-0.003966,-13.143559,12.272595,20.932476,-32.382030,6.183336,-24.447870,13.145,10.697,12.275,10.093,20.939,20.892,32.382,39.722,6.183,4.919,24.453,23.849
2025-11-11T11:29:38.614+01:00,0.011071,-0.011272,0.015431,0.088755,0.088112,-0.003173,-13.142731,12.272158,20.933155,-32.378782,6.186108,-24.447964,13.145,10.697,12.275,10.093,20.939,20.892,32.382,39.722,6.183,4.919,24.453,23.849
2025-11-11T11:29:40.885+01:00,0.010257,-0.011618,0.008345,0.098604,0.094089,-0.003938,-13.140185,12.269928,20.931676,-32.373440,6.187308,-24.446327,13.142,10.695,12.273,10.089,20.939,20.896,32.373,39.727,6.187,4.923,24.45,23.857
2025-11-11T11:29:41.686+01:00,0.004206,-0.009294,0.008076,0.107683,0.093671,-0.005751,-13.138318,12.268109,20.930546,-32.368178,6.188883,-24.445106,13.142,10.695,12.273,10.089,20.939,20.896,32.373,39.727,6.187,4.923,24.45,23.857
2025-11-11T11:29:43.179+01:00,0.004765,-0.011435,-0.000139,0.071746,0.072337,-0.004601,-13.136354,12.266158,20.928883,-32.364015,6.189618,-24.443697,13.139,10.694,12.269,10.092,20.936,20.9,32.364,39.74,6.189,4.925,24.449,23.862
2025-11-11T11:29:43.939+01:00,-0.002788,-0.005148,-0.000111,0.034997,0.022470,-0.001080,-13.135256,12.264821,20.927659,-32.361580,6.189188,-24.442551,13.139,10.694,12.269,10.092,20.936,20.9,32.364,39.74,6.189,4.925,24.449,23.862
2025-11-11T11:29:45.472+01:00,-0.004831,-0.000119,-0.000089,-0.008802,-0.026624,0.000536,-13.134600,12.263935,20.926757,-32.360970,6.187456,-24.441562,13.137,10.693,12.266,10.091,20.934,20.902,32.361,39.754,6.187,4.923,24.446,23.867
2025-11-11T11:29:46.272+01:00,-0.010465,-0.005295,-0.005271,-0.025442,-0.035699,-0.003572,-13.135306,12.263980,20.926595,-32.361944,6.186445,-24.441673,13.137,10.693,12.266,10.091,20.934,20.902,32.361,39.754,6.187,4.923,24.446,23.867
